F-PLE,F-STI,F-COM,F-DYN,F-PUB,LUM-0,LUM-25,LUM-50,LUM-75,LUM-100,SAT-0,SAT-25,SAT-50,SAT-75,SAT-100,RGB-R,RGB-G,RGB-B,ISO-0,ISO-25,ISO-50,ISO-75,ISO-100,LY-A,LY-B,SC-A,SC-B,OP
0.25,0.25,0.25,0.25,0.25,0.472549,0.586275,0.639216,0.680392,0.892157,0,0.02834,0.039683,0.050847,0.309091,0.626648,0.639154,0.656509,0.07594,0.115765,0.172078,0.263995,1,0.5,0.5,0,0.5,0
0.75,0.25,0.25,0.25,0.25,0.472549,0.586275,0.639216,0.680392,0.892157,0,0.02834,0.039683,0.050847,0.309091,0.626648,0.639154,0.656509,0.07594,0.115765,0.172078,0.263995,1,0.5,0.5,0,0.5,0
0.75,0.25,0.75,0.25,0.5,0.472549,0.586275,0.639216,0.680392,0.892157,0,0.02834,0.039683,0.050847,0.309091,0.626648,0.639154,0.656509,0.07594,0.115765,0.172078,0.263995,1,0.5,0.5,0,0.5,0
0,0.25,0.25,0.25,0.75,0.472549,0.586275,0.639216,0.680392,0.892157,0,0.02834,0.039683,0.050847,0.309091,0.626648,0.639154,0.656509,0.07594,0.115765,0.172078,0.263995,1,0.5,0.5,0,0.5,0
0.5,0.25,0.25,0,0.75,0.472549,0.586275,0.639216,0.680392,0.892157,0,0.02834,0.039683,0.050847,0.309091,0.626648,0.639154,0.656509,0.07594,0.115765,0.172078,0.263995,1,0.5,0.5,0,0.5,0
0.25,0.25,0.25,0,0.25,0.472549,0.586275,0.639216,0.680392,0.892157,0,0.02834,0.039683,0.050847,0.309091,0.626648,0.639154,0.656509,0.07594,0.115765,0.172078,0.263995,1,0.5,0.5,0,0.5,0
0.5,0.5,0.25,0.25,0.75,0.472549,0.586275,0.639216,0.680392,0.892157,0,0.02834,0.039683,0.050847,0.309091,0.626648,0.639154,0.656509,0.07594,0.115765,0.172078,0.263995,1,0.5,0.5,0,0.5,0
0.25,0.5,0.75,0.25,0.5,0.472549,0.586275,0.639216,0.680392,0.892157,0,0.02834,0.039683,0.050847,0.309091,0.626648,0.639154,0.656509,0.07594,0.115765,0.172078,0.263995,1,0.5,0.5,0,0.5,0
0.25,0.25,0.5,0.25,0.75,0.472549,0.586275,0.639216,0.680392,0.892157,0,0.02834,0.039683,0.050847,0.309091,0.626648,0.639154,0.656509,0.07594,0.115765,0.172078,0.263995,1,0.5,0.5,0,0.5,0
0.5,0.25,0.25,0.25,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0,0.25,0.25,0,0.75,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0.5,0.25,0.25,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0.5,0.25,0.25,0.75,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0,0.5,0.25,0.25,0.75,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0.25,0.25,0,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0,0.25,0.25,0.25,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0.25,0.25,0.25,0.5,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0,0.25,0.25,0.25,0.5,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0,0,0.25,0.25,0.75,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0.25,0.25,0.25,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0.25,0.25,0,0.75,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0,0.5,0.25,0.25,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0.25,0.5,0.25,0.5,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.75,0.25,0.25,0.25,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0.25,0.25,0,0.5,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.5,0.25,0.25,0.25,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0.5,0.5,0.5,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0.25,0.5,0,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0,0.25,0.25,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.5,0.5,0.25,0.25,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0.25,0.25,0.25,0.5,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.75,0.75,0.25,0,0.5,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0,0.25,0.25,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0.5,0.25,0.25,0.5,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.5,0.25,0.5,0.25,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0.25,0.25,0.25,0.5,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0.75,0.5,0,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0.75,0.25,0,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.75,0.25,0.25,0.25,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0.5,0.25,0.25,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.75,0.5,0.25,0,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0.25,0.25,0.25,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0,0,0.25,0.25,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.5,0.75,0.25,0.5,0.5,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0.75,0.5,0,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.75,0.25,0.25,0.25,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.5,0.25,0.25,0.25,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0,0,0.5,0.25,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0,0.5,0.25,0.25,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.5,0.25,0.25,0.25,0.5,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.5,0.25,0.25,0.25,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0.25,0.25,0,0.5,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.5,0.25,0.25,0,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0.25,0.25,0.25,0.75,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0,0.25,0.25,0.25,0.45098,0.566667,0.633333,0.684314,0.943137,0,0.011905,0.018182,0.027778,0.448276,0.622447,0.630276,0.638705,0.07594,0.110528,0.171784,0.249654,1,0.5,0.5,0,0.5,1
0.25,0.75,0.5,0.5,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.75,0.25,0.25,0.25,0.5,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.25,0.25,0.25,0.75,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.5,0.75,0.75,0.75,0.25,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.75,0.75,0.25,0.25,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.5,0.75,0.25,0.5,0.5,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.75,0.5,0.25,0.5,1,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.25,0.5,0.5,0.5,0.5,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.5,0.5,0.75,0.25,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.25,0.75,0.75,0.25,0.25,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.75,0.75,0.5,0.75,0.5,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.5,0.25,0.5,0.75,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.75,0.75,0.25,0.25,0.5,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.5,0.75,0.25,0.25,0.5,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.75,0.75,0.5,0.75,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.5,0.25,0.25,0.25,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.75,0.5,0.75,0.25,0.5,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.5,0.25,0.25,0,0.5,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.5,0.25,0.75,0.25,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.25,0.25,0.75,0.25,0.25,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.75,0.5,0.75,0.25,0.25,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.5,0.5,0.75,0.5,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.75,0.75,0.75,0.25,0.5,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.75,0.25,0.75,0.5,0.25,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.5,0.25,0.75,0.25,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.5,0.75,0.75,0.25,1,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.25,0.75,0.5,0.75,0.5,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.5,0.75,0.25,0.25,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.5,0.25,0.5,0.75,0.5,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.75,0.25,0,0.25,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.5,0.75,0.75,0.75,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.25,0.5,0.75,0.75,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.25,0.5,0.25,0.25,0.25,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.25,0.5,0.5,0.25,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.25,0.5,0.25,0.25,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.5,0.75,0.25,0.25,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.75,0.5,0.75,0,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.5,0.25,0.25,0.25,1,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.5,0.5,0.25,0.25,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.75,0.25,0.25,0.25,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.5,0.25,0.25,0.75,0.25,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.75,0.5,0.75,0.75,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.75,0.25,0.5,0.25,0.5,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.75,0.75,0.75,0.25,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.5,0.75,0.75,0.25,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.75,0.75,0.75,0.25,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.5,0.5,0.75,0.25,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.75,0.75,0.75,0.25,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.5,0.75,0.5,0.25,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.5,0.25,0.25,0.5,1,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
1,0.25,0.5,0.25,0.75,0.409804,0.496078,0.554902,0.629412,0.788235,0,0.003953,0.004525,0.011111,0.065502,0.569526,0.567293,0.565959,0.087209,0.131456,0.180588,0.240075,0.67436,0.5,0.5,0,1,0.5
0.25,0.5,0.25,0.5,0.25,0.531373,0.596078,0.656863,0.762745,0.911765,0.005714,0.023256,0.041667,0.063158,0.377778,0.661486,0.673597,0.69409,0.08296,0.112327,0.162164,0.329864,1,0.5,0.5,0.5,0,0
0.5,0.25,0.75,0,0.25,0.531373,0.596078,0.656863,0.762745,0.911765,0.005714,0.023256,0.041667,0.063158,0.377778,0.661486,0.673597,0.69409,0.08296,0.112327,0.162164,0.329864,1,0.5,0.5,0.5,0,0
0.25,0.5,0.75,0.25,0.25,0.531373,0.596078,0.656863,0.762745,0.911765,0.005714,0.023256,0.041667,0.063158,0.377778,0.661486,0.673597,0.69409,0.08296,0.112327,0.162164,0.329864,1,0.5,0.5,0.5,0,0
0,0.25,0.25,0.25,0.75,0.531373,0.596078,0.656863,0.762745,0.911765,0.005714,0.023256,0.041667,0.063158,0.377778,0.661486,0.673597,0.69409,0.08296,0.112327,0.162164,0.329864,1,0.5,0.5,0.5,0,0
0.75,0.25,0.25,0.5,0.5,0.531373,0.596078,0.656863,0.762745,0.911765,0.005714,0.023256,0.041667,0.063158,0.377778,0.661486,0.673597,0.69409,0.08296,0.112327,0.162164,0.329864,1,0.5,0.5,0.5,0,0
0.75,0.25,0.25,0.25,0.25,0.531373,0.596078,0.656863,0.762745,0.911765,0.005714,0.023256,0.041667,0.063158,0.377778,0.661486,0.673597,0.69409,0.08296,0.112327,0.162164,0.329864,1,0.5,0.5,0.5,0,0
0.25,0.25,0.75,0.5,0.75,0.531373,0.596078,0.656863,0.762745,0.911765,0.005714,0.023256,0.041667,0.063158,0.377778,0.661486,0.673597,0.69409,0.08296,0.112327,0.162164,0.329864,1,0.5,0.5,0.5,0,0
0.25,0.25,0.25,0.25,0.25,0.531373,0.596078,0.656863,0.762745,0.911765,0.005714,0.023256,0.041667,0.063158,0.377778,0.661486,0.673597,0.69409,0.08296,0.112327,0.162164,0.329864,1,0.5,0.5,0.5,0,0
